summonerName,kills,assists,deaths,championName,lane,champExperience,dragonKills,baronKills,goldEarned,totalDamageDealtToChampions,totalHeal,totalMinionsKilled,turretTakedowns,turretsLost,visionScore,timePlayed,win
Dahyuns thighs,1,17,6,Zyra,BOTTOM,15920,0,0,9685,27715,3432,54,1,5,126,2366,True
Dahyuns thighs,1,22,11,Maokai,BOTTOM,15388,0,0,9914,20968,9123,42,1,8,107,2160,False
Dahyuns thighs,7,7,11,Zyra,BOTTOM,14332,0,0,12479,39719,4334,64,0,10,127,2425,False
Dahyuns thighs,2,14,2,Zyra,BOTTOM,6596,0,0,7736,11371,466,26,2,1,47,1251,True
Dahyuns thighs,35,16,11,Qiyana,MIDDLE,25731,0,0,22747,66780,2303,88,3,4,0,1295,False
Dahyuns thighs,6,10,4,Zyra,BOTTOM,9960,0,0,9248,16574,418,21,3,0,46,1449,True
Dahyuns thighs,9,31,8,Varus,NONE,14991,0,0,11639,22065,2962,50,2,4,0,877,False
Dahyuns thighs,15,10,7,Pantheon,NONE,12228,0,0,12730,31248,2371,26,1,1,0,903,False
Dahyuns thighs,2,25,7,Zyra,BOTTOM,16433,0,0,11960,29115,3257,47,0,6,121,2379,True
Dahyuns thighs,7,10,4,Zyra,BOTTOM,11425,0,0,10022,18521,704,27,1,3,74,1782,True
Mooonbyul,0,35,4,Rakan,BOTTOM,14081,0,0,9999,12342,9318,46,2,3,57,1985,True
Mooonbyul,10,12,7,Udyr,JUNGLE,18181,3,1,14527,25647,3763,36,0,1,21,1781,True
Mooonbyul,3,6,6,KSante,TOP,12872,0,0,10370,17266,2861,164,2,9,10,1594,False
Mooonbyul,6,13,6,KSante,TOP,16875,0,0,12736,16100,6178,183,4,5,12,1941,True
Mooonbyul,8,8,7,Lillia,TOP,21619,0,0,15908,29056,12187,200,2,5,26,2172,True
Mooonbyul,15,5,5,Jax,TOP,18443,1,0,17268,39504,8556,225,1,11,14,1935,False
Mooonbyul,5,2,6,Jax,TOP,20338,0,0,15397,17057,6424,239,3,4,18,2071,True
Mooonbyul,12,11,7,Sylas,TOP,18600,0,0,14356,40425,31616,163,3,5,21,1909,True
Mooonbyul,7,6,1,Lillia,TOP,17279,0,0,12649,31130,9323,201,4,2,16,1588,True
Mooonbyul,14,6,2,Lillia,TOP,25307,1,0,19959,53720,16493,314,3,4,21,2227,True
Zamee,16,15,7,AurelionSol,MIDDLE,18848,0,0,18506,66646,7152,234,2,8,42,2479,False
Zamee,3,9,7,AurelionSol,MIDDLE,14220,0,0,9955,14374,605,183,2,1,22,1631,True
Zamee,0,4,9,AurelionSol,NONE,7669,0,0,5653,11783,0,112,0,10,6,1168,False
Zamee,0,1,4,Sion,NONE,8082,0,0,5206,10156,1808,128,0,4,11,1148,False
Zamee,6,14,5,AurelionSol,MIDDLE,13640,0,0,11307,30642,2124,164,4,3,13,1646,True
Zamee,2,17,4,Blitzcrank,BOTTOM,13003,1,0,8998,6286,1891,51,3,5,54,1864,True
Zamee,5,6,2,Vayne,BOTTOM,11490,0,0,11037,13932,4436,144,4,2,9,1492,True
Zamee,10,15,8,Jinx,JUNGLE,17425,0,1,16003,32353,7757,173,3,10,19,1982,False
Zamee,2,11,8,Lux,BOTTOM,13596,0,0,10718,16715,2037,79,3,11,68,2312,False
Zamee,20,4,5,AurelionSol,MIDDLE,17876,0,0,17394,50876,6081,210,0,10,17,2113,False
Pingo,9,13,3,Lux,NONE,8664,0,0,9634,15470,274,34,2,1,17,1196,True
Pingo,6,34,10,Lulu,BOTTOM,16444,0,0,14208,14639,3863,17,5,7,74,2490,True
Pingo,3,17,10,Nautilus,BOTTOM,10761,0,0,9512,14498,4278,41,0,8,31,2012,False
Pingo,2,3,9,Bard,BOTTOM,7966,0,0,6519,6552,2903,26,0,11,28,1479,False
Pingo,8,15,9,Lux,BOTTOM,12058,0,0,10210,19887,290,29,1,2,34,1864,True
Pingo,2,10,3,Rakan,NONE,5887,0,0,6114,4446,2763,29,4,2,16,1124,True
Pingo,1,9,6,Lulu,BOTTOM,7483,0,0,6225,7303,745,11,0,11,29,1530,False
Pingo,1,12,10,Lulu,BOTTOM,9672,0,0,7969,6387,1851,22,1,7,41,1820,False
Pingo,2,20,5,Morgana,BOTTOM,14450,0,0,9978,15485,6587,38,2,11,57,2288,False
Pingo,0,30,7,Taric,BOTTOM,12578,0,0,9350,7003,12531,57,2,5,65,2104,True
Anezou,12,20,9,Vayne,TOP,22319,0,0,15903,35408,6743,82,4,3,0,1289,True
Anezou,9,20,14,Mordekaiser,TOP,19140,0,0,13192,25759,6439,32,1,4,0,1274,False
Anezou,15,26,9,Jhin,NONE,16486,0,0,13257,26889,5341,52,2,2,0,945,True
Anezou,14,36,10,Jhin,TOP,25274,0,0,17200,38010,12810,87,4,3,0,1270,True
Anezou,10,23,13,Mordekaiser,TOP,21961,0,0,14299,22938,5265,38,2,2,0,1307,True
Anezou,7,34,11,Shen,MIDDLE,26942,0,0,15916,27893,9401,27,3,2,0,1460,True
Anezou,9,27,9,Renekton,NONE,18934,0,0,13714,28192,22313,73,2,1,0,1129,True
Anezou,8,19,9,Vi,NONE,17592,0,0,11455,16292,3527,14,1,1,0,1050,True
Anezou,18,16,11,Viego,TOP,20279,0,0,16962,41569,15912,38,3,1,0,1349,True
Anezou,5,21,11,Warwick,TOP,24794,0,0,14121,37111,20064,57,0,4,0,1437,False
Dekk3rlion,2,13,9,Yorick,JUNGLE,21883,0,0,14700,19216,11605,218,2,11,27,2411,False
Dekk3rlion,8,6,6,Pantheon,TOP,14098,0,0,12165,25002,3203,163,4,4,17,1622,True
Dekk3rlion,1,12,5,Pantheon,TOP,12758,0,0,8739,13686,2004,140,4,2,15,1651,True
Dekk3rlion,8,23,7,Seraphine,BOTTOM,13498,0,0,12010,19688,9342,35,5,5,66,1984,True
Dekk3rlion,16,6,7,Pantheon,TOP,18127,0,0,16842,50357,6928,196,3,8,19,2170,False
Dekk3rlion,5,6,7,Pantheon,BOTTOM,9464,0,0,8811,9791,1858,47,1,5,22,1569,False
Dekk3rlion,5,7,11,Pantheon,BOTTOM,8484,0,0,8312,13379,637,40,0,8,33,1577,False
Dekk3rlion,0,3,1,Pyke,NONE,1191,0,0,1605,1797,307,7,0,0,3,399,True
Dekk3rlion,2,8,10,Neeko,BOTTOM,10073,0,0,8096,17412,1438,30,0,11,53,1979,False
Dekk3rlion,15,7,8,Pantheon,MIDDLE,18654,0,0,16887,34906,2416,189,3,8,20,2010,True
Im Veni,11,12,1,Amumu,JUNGLE,10911,3,1,11769,16627,12982,17,3,0,16,1384,True
Im Veni,2,1,3,Nami,BOTTOM,6472,0,0,5228,5072,3567,8,1,5,30,1209,False
Im Veni,7,11,6,Lucian,BOTTOM,14103,1,1,13210,25705,4428,173,7,3,32,1904,True
Im Veni,8,13,13,Maokai,BOTTOM,11738,0,0,11391,21560,5128,46,0,9,72,2030,False
Im Veni,13,23,9,JarvanIV,JUNGLE,15398,0,0,16203,40818,21508,54,4,7,36,2067,False
Im Veni,10,9,10,Jinx,BOTTOM,11694,1,1,12158,16972,2821,124,2,5,27,1589,True
Im Veni,2,10,16,Leona,BOTTOM,10945,0,0,7567,5733,1087,28,0,11,39,1780,False
Im Veni,5,11,3,Senna,BOTTOM,9862,1,0,10614,11933,8760,26,3,1,52,1697,True
Im Veni,2,5,7,JarvanIV,JUNGLE,7850,0,0,7426,6588,8017,32,1,9,24,1444,False
Im Veni,4,7,6,Tristana,BOTTOM,13194,0,0,12220,12711,4956,173,7,2,36,1863,True
Gorilla Unit,2,16,13,Gragas,JUNGLE,18283,2,1,13864,28502,23785,58,0,6,43,2763,False
Gorilla Unit,2,11,15,Caitlyn,BOTTOM,12354,0,0,10074,12505,3115,154,0,10,18,2049,False
Gorilla Unit,12,12,5,Annie,MIDDLE,18099,0,0,14473,34277,1743,153,3,3,31,1925,True
Gorilla Unit,9,20,11,Annie,MIDDLE,18226,0,0,13789,31676,3009,145,2,4,22,2225,True
Gorilla Unit,11,5,6,Vi,JUNGLE,13838,0,0,13397,19967,9641,52,0,10,24,1733,False
Gorilla Unit,13,13,9,Nocturne,JUNGLE,23255,3,1,19567,37751,27718,33,2,5,42,2768,True
Gorilla Unit,9,4,1,MasterYi,JUNGLE,10037,3,0,10373,7104,7792,20,0,1,22,1222,True
Gorilla Unit,4,13,7,Olaf,JUNGLE,20215,2,0,15642,25872,26078,86,4,10,40,2112,True
Gorilla Unit,5,8,7,FiddleSticks,JUNGLE,14210,1,0,12185,21773,25023,50,1,7,58,1869,False
Gorilla Unit,5,3,5,Fizz,MIDDLE,10458,0,0,7734,14128,545,123,0,2,10,1202,False
PosełZaród,6,20,16,DrMundo,MIDDLE,18393,0,0,12541,31928,14500,29,1,4,0,1206,False
PosełZaród,8,21,13,Heimerdinger,TOP,21489,0,0,14305,35163,432,34,1,4,0,1325,False
PosełZaród,4,37,11,Lux,MIDDLE,22794,0,0,13890,30158,831,30,3,1,0,1373,True
PosełZaród,6,25,23,Nautilus,BOTTOM,24737,0,0,16878,18978,4361,44,2,4,0,1620,False
PosełZaród,1,25,12,Kennen,NONE,13121,0,0,9066,20741,839,27,3,0,0,913,True
PosełZaród,7,28,7,Kaisa,NONE,19464,0,0,12323,28656,2108,37,3,2,0,1045,True
PosełZaród,9,42,20,Ashe,TOP,26969,0,0,16907,39285,749,51,3,2,5,1490,True
PosełZaród,14,24,14,Garen,NONE,20072,0,0,14007,28607,4497,25,2,0,0,1104,True
PosełZaród,6,26,7,Karma,NONE,20295,0,0,11433,12054,2639,28,3,0,0,1011,True
PosełZaród,1,16,11,Ahri,NONE,13187,0,0,9108,16105,2108,26,1,4,0,927,False
Mazuka Zaru,12,23,12,Olaf,NONE,20255,0,0,14268,21958,10268,70,3,1,0,1097,True
Mazuka Zaru,7,16,10,Warwick,NONE,14111,0,0,10579,17472,17169,29,0,4,0,943,False
Mazuka Zaru,9,25,5,MasterYi,NONE,14855,0,0,13113,26814,5670,60,4,1,0,941,True
Mazuka Zaru,0,25,9,Rakan,NONE,15116,0,0,9398,9141,5215,9,0,2,0,1028,False
Mazuka Zaru,7,20,9,Qiyana,NONE,10576,0,0,9204,19163,484,11,1,0,0,782,True
Mazuka Zaru,4,29,13,Poppy,TOP,20739,0,0,13201,24533,8645,18,2,1,0,1256,True
Mazuka Zaru,12,18,25,Camille,TOP,22569,0,0,15709,31498,10833,20,1,3,0,1390,True
Mazuka Zaru,18,31,18,Tristana,MIDDLE,24638,0,0,18626,45729,9049,111,1,4,0,1483,False
Mazuka Zaru,5,37,14,Rell,NONE,15426,0,0,9824,13616,3826,23,1,3,0,908,False
Mazuka Zaru,29,22,15,Vi,TOP,22252,0,0,20200,43257,3121,23,2,4,0,1326,False
Devilek,4,5,8,Draven,BOTTOM,12926,0,0,11990,14670,4168,197,1,11,13,1603,False
Devilek,4,5,10,Draven,BOTTOM,7609,0,0,10113,13036,3123,154,2,10,12,1447,False
Devilek,6,7,7,Cassiopeia,MIDDLE,15049,0,0,9987,15610,5175,152,1,3,12,1432,True
Devilek,8,10,5,Cassiopeia,MIDDLE,14177,0,0,11045,18596,3725,163,1,1,13,1506,True
Devilek,3,2,9,AurelionSol,MIDDLE,11225,0,0,8994,12919,1757,157,0,11,9,1469,False
Devilek,4,7,10,Ahri,MIDDLE,14553,0,0,12084,20725,3971,212,1,7,32,2075,False
Devilek,3,0,9,Warwick,TOP,12736,0,0,9669,19517,15871,179,0,11,15,1853,False
Devilek,2,4,8,Jax,TOP,9532,0,0,6966,13851,1159,124,1,9,11,1270,False
Devilek,0,3,7,Warwick,NONE,7927,0,0,5238,10884,6087,115,0,11,15,1156,False
Devilek,1,17,6,Sona,BOTTOM,11387,0,0,9080,12802,15879,20,7,0,51,1656,True
1st on your list,18,22,10,Tristana,NONE,15061,0,0,14782,31597,5332,76,1,1,0,902,True
1st on your list,2,7,6,Chogath,MIDDLE,13261,0,2,10459,14241,11608,114,5,4,22,1878,True
1st on your list,7,6,4,Chogath,TOP,18658,0,0,12805,29897,12774,192,2,9,26,2102,True
1st on your list,0,0,0,Chogath,NONE,185,0,0,571,225,3,2,0,0,0,124,True
1st on your list,13,7,3,Tristana,BOTTOM,10432,0,1,14684,21938,5478,140,7,3,12,1448,True
1st on your list,1,12,5,Blitzcrank,BOTTOM,10549,0,0,7440,9034,2071,38,1,11,45,1831,False
1st on your list,1,19,9,Blitzcrank,BOTTOM,14812,0,0,9828,11966,2779,36,2,2,68,2219,True
1st on your list,1,4,11,Urgot,TOP,11666,0,0,7470,14590,890,117,0,11,23,1735,False
1st on your list,0,0,0,Urgot,NONE,0,0,0,500,170,0,0,0,0,0,108,True
1st on your list,1,4,9,Illaoi,TOP,11640,0,0,7737,18634,7656,129,0,9,17,1799,False
MickeyMickey,0,11,12,MissFortune,BOTTOM,15419,0,0,13063,17001,5752,238,3,9,19,2250,False
MickeyMickey,10,15,17,MissFortune,BOTTOM,25285,2,1,22076,27607,17415,322,5,8,41,3151,True
MickeyMickey,4,4,11,Sylas,TOP,15275,0,0,10713,15643,8144,176,1,8,18,2154,False
MickeyMickey,5,3,6,Lucian,BOTTOM,9928,0,0,10683,14838,3160,220,1,8,18,1649,False
MickeyMickey,4,4,7,Sylas,MIDDLE,12671,0,0,9593,16205,4509,138,1,7,18,1767,False
MickeyMickey,10,7,10,MissFortune,BOTTOM,11789,0,0,12431,18821,4982,152,2,7,23,1853,False
MickeyMickey,10,9,13,MissFortune,BOTTOM,18126,1,0,16467,36184,7824,239,6,7,20,2537,False
MickeyMickey,8,8,4,MissFortune,BOTTOM,8140,0,0,9444,18178,2323,138,3,1,15,1241,True
MickeyMickey,13,13,9,MissFortune,BOTTOM,16334,1,0,16807,35906,9280,199,3,2,37,2075,True
MickeyMickey,6,4,11,MissFortune,BOTTOM,13446,0,0,11576,13477,3674,172,3,6,21,1863,True
ª ºÆŒª º,3,2,9,Qiyana,MIDDLE,9956,0,0,6830,5103,220,115,0,8,25,1520,False
ª ºÆŒª º,8,1,5,Akali,MIDDLE,11857,0,0,9766,13055,858,139,0,3,17,1462,False
ª ºÆŒª º,8,7,9,Akali,MIDDLE,18829,0,0,13961,18461,3434,215,0,10,27,2290,False
ª ºÆŒª º,9,5,3,Akali,TOP,15261,0,0,12101,21909,4932,152,2,1,19,1629,True
ª ºÆŒª º,3,2,3,Akali,NONE,6176,0,0,5204,4199,42,85,0,0,16,917,True
ª ºÆŒª º,2,0,3,Akali,MIDDLE,9902,0,0,6068,6773,250,117,0,5,18,1256,False
ª ºÆŒª º,8,9,8,Akali,MIDDLE,15023,0,0,11662,23870,2961,161,0,10,20,1873,False
ª ºÆŒª º,6,2,12,Akali,MIDDLE,11827,0,0,9690,17157,327,134,0,11,21,1712,False
ª ºÆŒª º,9,15,2,Akali,MIDDLE,19442,1,0,13166,34177,9652,168,1,7,29,2226,True
ª ºÆŒª º,6,2,5,Akali,MIDDLE,12739,0,0,10037,18435,3303,139,1,9,20,1670,False
Mezm3riz3,8,12,8,Caitlyn,BOTTOM,15490,0,0,13949,23674,7530,170,1,7,32,2223,False
Mezm3riz3,8,7,4,Caitlyn,BOTTOM,15849,0,0,14487,24570,6749,277,1,10,22,1967,False
Mezm3riz3,2,1,0,Caitlyn,NONE,3069,0,0,4119,3575,894,84,0,0,1,552,True
Mezm3riz3,1,2,6,Akali,MIDDLE,11320,0,0,6622,1878,2376,63,0,8,0,1811,True
Mezm3riz3,5,10,7,Caitlyn,BOTTOM,10879,0,0,9396,15661,4528,160,0,11,11,1496,False
Mezm3riz3,12,6,3,Vayne,BOTTOM,18077,0,0,18193,59342,8978,296,1,11,28,2189,False
Mezm3riz3,1,5,0,Caitlyn,NONE,7527,0,0,7539,7392,869,148,4,0,12,1130,True
Mezm3riz3,11,14,10,Caitlyn,BOTTOM,14490,1,0,15377,31700,5219,162,5,2,14,1897,True
Mezm3riz3,10,8,9,Caitlyn,BOTTOM,12047,0,0,12584,30643,7761,181,1,10,16,1705,False
Mezm3riz3,11,4,6,Vayne,BOTTOM,13577,0,0,13030,35294,8154,188,1,10,16,1635,False
TW Xawl,6,18,5,Alistar,BOTTOM,10603,0,0,9471,10767,9039,25,2,4,64,1676,True
TW Xawl,6,3,4,Nocturne,JUNGLE,11840,0,0,11710,14794,12722,32,1,8,29,1557,False
TW Xawl,10,5,3,Nocturne,JUNGLE,14048,2,1,12089,14830,15302,24,3,3,31,1570,True
TW Xawl,3,2,7,Nocturne,JUNGLE,8489,0,0,8128,8627,9931,9,0,5,7,1455,False
TW Xawl,6,4,2,Nocturne,JUNGLE,9829,0,0,9836,13336,11342,15,0,7,19,1361,False
TW Xawl,10,12,9,Lillia,JUNGLE,13916,0,0,12610,26769,18660,52,0,11,16,1729,False
TW Xawl,2,12,2,Evelynn,JUNGLE,9622,3,0,8386,11953,10187,9,1,0,14,1314,True
TW Xawl,3,9,5,Talon,JUNGLE,16184,1,0,11865,11750,15475,49,0,8,40,1963,False
TW Xawl,1,9,1,Leona,BOTTOM,7079,0,0,5770,4843,0,26,2,0,38,1243,True
TW Xawl,2,6,12,XinZhao,JUNGLE,11037,0,0,8679,16843,12639,36,0,10,22,1680,False
smoku,11,6,8,Twitch,TOP,11144,0,0,13106,24277,5584,151,2,8,6,1652,False
smoku,2,3,6,Lux,TOP,9928,0,0,8649,12316,227,168,1,7,18,1495,False
smoku,3,2,5,Ekko,MIDDLE,13345,0,0,9813,16676,4568,181,0,7,16,1564,False
smoku,6,8,6,Akshan,MIDDLE,17598,0,0,14426,23028,4831,213,2,7,20,2036,True
smoku,9,37,15,Ashe,MIDDLE,30668,0,0,18692,39395,1540,87,2,4,8,1674,False
smoku,11,7,12,Pantheon,MIDDLE,16889,0,0,14392,21657,3216,37,0,4,0,1386,False
smoku,12,26,17,Aatrox,NONE,20041,0,0,13238,29114,19764,26,1,4,0,1195,False
smoku,8,41,12,Karthus,NONE,14562,0,0,11898,30503,254,62,1,0,0,888,True
smoku,6,16,16,Nilah,NONE,18005,0,0,12921,19278,7822,66,1,4,0,1142,False
smoku,13,34,14,Kassadin,TOP,25936,0,0,16056,30096,10531,38,4,1,0,1347,True
unPoquitoLoco,15,31,16,Kennen,MIDDLE,29315,0,0,18796,48833,4719,66,2,3,0,1555,True
unPoquitoLoco,12,31,8,TwistedFate,NONE,18123,0,0,13186,27964,2755,36,2,1,0,1025,True
unPoquitoLoco,11,21,9,Fizz,NONE,16875,0,0,13362,22526,2383,33,1,4,0,1022,False
unPoquitoLoco,7,21,7,Ahri,NONE,18099,0,0,11900,17615,4798,43,1,0,0,1076,True
unPoquitoLoco,7,28,12,Zyra,TOP,21813,0,0,13855,26249,1195,40,2,2,0,1273,True
unPoquitoLoco,19,27,10,LeeSin,NONE,18414,0,0,14258,39131,6030,33,2,0,0,1045,True
unPoquitoLoco,14,41,13,Vladimir,TOP,23305,0,0,16213,34441,29867,64,2,1,0,1312,True
unPoquitoLoco,11,13,12,Pyke,NONE,16942,0,0,12850,19773,9753,7,0,4,0,1188,False
unPoquitoLoco,9,27,13,Corki,NONE,18681,0,0,14164,28750,3898,28,1,2,0,1149,True
unPoquitoLoco,8,43,18,Amumu,BOTTOM,33318,0,0,17192,35283,7312,26,0,4,0,1640,True
aljeeec,6,21,5,Lux,MIDDLE,23811,0,0,15579,25211,2464,233,2,5,43,2477,True
aljeeec,7,10,7,Lux,MIDDLE,14101,0,0,11549,18913,88,176,5,2,27,1686,True
aljeeec,10,8,6,Galio,MIDDLE,18115,0,0,15365,30920,7201,188,2,8,38,2408,False
aljeeec,0,0,0,Lulu,NONE,206,0,0,634,190,0,0,0,0,1,134,True
aljeeec,6,18,5,Rammus,JUNGLE,15407,3,0,12462,23461,17037,38,4,6,32,2010,True
aljeeec,2,2,10,Diana,JUNGLE,8698,0,0,8037,9142,5712,17,0,9,21,1491,False
aljeeec,7,6,5,FiddleSticks,JUNGLE,10332,0,0,10821,15304,12269,19,1,9,52,1599,False
aljeeec,5,28,10,Nunu,JUNGLE,21979,1,0,15526,26326,35738,60,3,6,38,2555,True
aljeeec,11,15,2,JarvanIV,JUNGLE,18791,1,0,15317,27141,17836,50,3,6,35,2056,True
aljeeec,9,12,1,Rammus,JUNGLE,13107,1,1,12988,18244,15486,39,3,3,17,1633,True
Curman,4,24,14,JarvanIV,JUNGLE,21439,2,0,15584,28166,16120,34,1,8,35,2883,False
Curman,6,6,4,Chogath,TOP,20948,0,2,14396,17367,9721,225,3,5,13,1902,True
Curman,3,3,8,Sion,TOP,14177,0,0,9323,16590,5053,141,0,10,14,1778,False
Curman,4,5,12,Kindred,JUNGLE,10462,0,0,9749,14996,11156,30,0,11,18,1677,False
Curman,1,1,4,MissFortune,BOTTOM,7263,0,0,6151,7965,1372,136,0,7,13,1324,False
Curman,5,1,3,Chogath,TOP,14770,0,0,11969,15299,6606,191,2,9,16,1788,False
Curman,7,19,7,Diana,JUNGLE,13714,0,0,14016,25473,8468,34,1,10,22,1875,False
Curman,9,5,4,Hecarim,JUNGLE,18397,3,1,15364,16102,24105,43,3,6,32,2182,True
Curman,4,12,12,Kayle,JUNGLE,18718,0,0,13584,22040,5153,219,1,11,25,2209,False
Curman,4,9,2,Chogath,TOP,19596,1,1,13763,20822,12846,196,4,5,23,2171,True
Sallacius,2,11,7,Ahri,MIDDLE,19570,0,0,14190,15555,9010,238,3,9,32,2555,True
Sallacius,5,12,8,Karma,BOTTOM,11408,0,0,9585,11196,2483,19,0,10,53,1967,False
Sallacius,0,3,4,Kassadin,MIDDLE,12031,0,0,6971,7286,2373,152,0,9,13,1471,False
Sallacius,3,7,4,Karma,BOTTOM,7403,0,0,7614,13437,2032,20,1,9,62,1581,False
Sallacius,2,6,8,Cassiopeia,MIDDLE,16668,0,0,11145,13230,5842,209,0,8,36,2078,False
Sallacius,1,4,3,Lulu,BOTTOM,7203,0,0,7144,4257,274,23,1,9,61,1508,False
Sallacius,1,2,5,Karma,BOTTOM,6632,1,0,5773,7307,0,29,1,5,35,1329,False
Sallacius,3,15,5,Annie,MIDDLE,10469,0,0,7918,11646,581,123,1,2,23,1328,True
Sallacius,1,3,3,Annie,NONE,8472,0,0,5364,8340,0,115,0,4,8,1136,False
Sallacius,1,17,7,Karma,BOTTOM,9995,0,0,7956,11724,793,33,0,10,61,1802,False
Nikolosus,10,15,13,Yasuo,NONE,14365,0,0,12395,18164,3714,63,2,2,0,999,True
Nikolosus,5,19,5,Heimerdinger,NONE,7921,0,0,7025,13673,176,13,1,0,0,592,True
Nikolosus,17,23,10,Chogath,NONE,18234,0,0,13554,31554,6844,38,1,4,0,1036,False
Nikolosus,18,16,15,Shaco,NONE,16909,0,0,14234,25214,1034,12,0,4,0,1086,False
Nikolosus,8,20,13,Karma,NONE,18442,0,0,11554,16610,2057,20,0,4,0,1091,False
Nikolosus,7,24,13,Caitlyn,NONE,13993,0,0,10350,15725,1270,44,0,4,0,896,False
Nikolosus,10,16,16,Yasuo,NONE,16471,0,0,12873,21255,4604,70,4,2,0,1078,True
Nikolosus,8,16,13,Viego,NONE,13258,0,0,12328,13786,5281,26,1,1,0,974,True
Nikolosus,14,15,14,Fizz,NONE,17494,0,0,13834,31350,270,30,1,4,0,1114,False
Nikolosus,6,23,16,Jinx,NONE,15068,0,0,11904,18605,2178,41,0,4,0,1070,False
die Nase,4,17,6,Amumu,BOTTOM,11724,0,0,10053,17139,3085,46,0,3,59,1765,True
die Nase,4,23,0,Yuumi,BOTTOM,9662,0,0,8289,8051,2854,1,4,0,26,1222,True
die Nase,4,18,6,Lulu,BOTTOM,14051,0,0,8968,4950,2598,13,0,7,65,1906,False
die Nase,2,18,7,Lulu,BOTTOM,15851,0,0,10006,7675,2744,21,3,6,73,2226,True
die Nase,1,17,2,Lulu,BOTTOM,10579,0,0,7875,4289,1193,16,5,4,59,1475,True
die Nase,6,14,9,Morgana,MIDDLE,11351,0,0,9588,20217,3563,13,0,9,61,1931,False
die Nase,0,12,9,Janna,BOTTOM,8997,0,0,6683,7154,7189,15,1,8,58,1540,False
die Nase,8,4,11,Jinx,BOTTOM,12651,0,0,13000,26173,3563,194,0,8,19,2055,False
die Nase,5,17,0,Janna,BOTTOM,11048,0,0,10080,9767,17908,12,6,5,40,1624,True
die Nase,1,14,5,Janna,BOTTOM,14218,0,0,8875,10409,27484,33,0,9,82,2319,False
Dartaras,7,9,7,Amumu,JUNGLE,16782,3,0,14861,26463,18091,61,1,8,28,2201,False
Dartaras,3,8,3,Malphite,TOP,12538,0,0,9204,13577,3009,156,1,2,13,1508,True
Dartaras,4,8,4,Khazix,JUNGLE,16048,4,1,12510,11214,16098,32,3,3,24,1694,True
Dartaras,4,9,6,Malphite,TOP,17788,0,0,11956,19091,3543,210,1,10,23,2083,False
Dartaras,5,7,5,Khazix,JUNGLE,10539,2,0,9898,13623,11297,10,1,7,22,1454,False
Dartaras,11,19,10,Khazix,JUNGLE,25980,3,1,22750,39999,31531,85,6,9,38,2939,False
Dartaras,2,14,1,Malphite,TOP,16994,0,0,12004,19021,4690,177,3,1,26,1776,True
Dartaras,4,2,2,Khazix,NONE,6431,2,0,7135,6520,7455,7,1,0,15,986,True
Dartaras,10,11,5,Khazix,JUNGLE,16061,0,2,14978,22277,13235,27,3,2,26,1766,True
Dartaras,12,18,4,Amumu,JUNGLE,21024,1,2,16946,39707,16174,37,3,3,29,2106,True
YskoffLover,1,24,10,DrMundo,NONE,14236,0,0,9760,17834,9391,29,1,4,0,989,False
YskoffLover,12,41,7,Morgana,TOP,24000,0,0,15059,34608,6955,48,3,1,0,1221,True
YskoffLover,14,13,7,Zoe,NONE,14158,0,0,11705,23673,1199,19,0,4,0,892,False
YskoffLover,6,29,7,Ashe,NONE,18528,0,0,13277,30291,441,59,0,4,6,1167,False
YskoffLover,18,22,10,Syndra,MIDDLE,32414,0,0,19008,46550,1032,85,0,4,0,1511,False
YskoffLover,13,24,9,Teemo,NONE,23305,0,0,14806,28536,893,50,1,0,0,1198,True
YskoffLover,2,46,15,Nautilus,BOTTOM,25562,0,0,14987,20456,2766,15,1,4,0,1569,False
YskoffLover,5,40,8,Renata,TOP,22943,0,0,13244,11510,1410,21,4,2,0,1217,True
YskoffLover,4,31,9,Ziggs,NONE,19105,0,0,12238,23994,3047,31,3,4,0,1151,False
YskoffLover,11,40,12,FiddleSticks,MIDDLE,26325,0,0,16068,55387,5615,48,2,1,8,1307,True
TheMadman23,6,7,7,Viktor,MIDDLE,13325,0,0,11131,22809,1602,160,1,10,19,1663,False
TheMadman23,1,5,7,Yone,MIDDLE,10845,0,0,7538,10310,2906,134,0,9,27,1634,False
TheMadman23,4,10,18,Olaf,TOP,17462,0,0,13169,18799,6947,51,0,4,0,1217,False
TheMadman23,5,20,11,Karthus,NONE,19343,0,0,11310,18226,959,45,0,4,0,1068,False
TheMadman23,8,9,12,Vladimir,NONE,13091,0,0,11703,9583,7542,37,0,4,0,914,False
TheMadman23,2,17,11,Nidalee,MIDDLE,21644,0,0,13391,18753,6117,20,0,4,0,1494,False
TheMadman23,9,20,15,Kayn,TOP,19418,0,0,14394,21024,6326,62,1,4,0,1293,False
TheMadman23,5,12,9,Riven,NONE,13675,0,0,10388,9857,2206,23,0,4,0,1076,False
TheMadman23,5,3,1,Ryze,NONE,10892,0,0,9599,14431,1605,156,3,1,13,1139,True
TheMadman23,8,9,7,Ryze,MIDDLE,17818,0,0,14120,29660,3877,234,0,9,14,1869,False
Raziel FirstBorn,2,25,10,Nautilus,NONE,16191,0,0,10566,15148,4423,15,0,4,0,1064,False
Raziel FirstBorn,17,27,8,Swain,TOP,24764,0,0,16652,67472,55077,72,0,4,0,1325,False
Raziel FirstBorn,6,12,1,Amumu,JUNGLE,14715,4,1,12692,19151,13977,36,4,1,36,1775,True
