summonerName,kills,assists,deaths,championName,lane,champExperience,dragonKills,baronKills,goldEarned,totalDamageDealtToChampions,totalHeal,totalMinionsKilled,turretTakedowns,turretsLost,visionScore,timePlayed,win
MoREBoYzzz,4,8,12,Ezreal,BOTTOM,10776,0,0,9211,15530,3544,146,0,10,10,1770,False
Diabloso,4,9,6,Taric,BOTTOM,11194,0,0,8100,9492,8953,33,1,7,51,1863,False
Diabloso,3,22,6,Blitzcrank,JUNGLE,12509,0,0,10659,11151,1938,38,2,7,71,2154,False
Diabloso,3,25,9,Janna,BOTTOM,13638,0,0,10096,10984,25924,14,4,5,64,2095,True
Diabloso,3,6,6,Janna,BOTTOM,11102,0,0,7677,7478,18353,9,0,11,35,1873,False
Diabloso,7,10,4,Jinx,BOTTOM,12683,1,0,12024,19181,3625,167,4,2,19,1643,True
Diabloso,0,0,0,Jinx,NONE,0,0,0,500,0,4,0,0,0,0,109,True
Diabloso,4,11,8,Jinx,BOTTOM,10731,0,0,11584,19116,4420,214,1,11,28,1712,False
Diabloso,8,5,6,Jinx,BOTTOM,13840,0,0,14715,22974,6199,238,4,8,21,1781,True
Diabloso,6,3,8,Zoe,MIDDLE,12817,0,0,11001,17054,1141,176,0,9,18,1689,False
Diabloso,11,1,10,Varus,MIDDLE,9720,0,0,12645,21232,1843,127,0,8,8,1414,False
GodOfW4rds,7,2,4,Kayle,JUNGLE,19058,0,0,15197,33465,8620,285,4,4,19,1921,True
GodOfW4rds,6,5,6,Cassiopeia,MIDDLE,20989,0,0,13770,18692,12397,263,0,9,23,2127,False
GodOfW4rds,2,9,9,TwistedFate,MIDDLE,13237,0,0,9246,17587,3677,134,1,6,10,1695,False
GodOfW4rds,11,11,12,Cassiopeia,MIDDLE,21267,0,0,14283,36007,13023,185,0,6,23,2374,True
GodOfW4rds,13,13,5,Corki,MIDDLE,17294,1,0,14942,45300,4484,168,5,2,24,1892,True
GodOfW4rds,4,17,7,AurelionSol,MIDDLE,15135,0,0,11564,24891,382,155,1,10,15,1740,False
GodOfW4rds,7,13,5,Senna,BOTTOM,12848,0,0,11065,15541,14608,25,7,3,57,1897,True
GodOfW4rds,11,4,9,Pantheon,MIDDLE,16021,1,0,14211,32382,5354,186,1,11,17,1959,False
GodOfW4rds,1,1,6,Azir,TOP,9740,0,0,7267,7245,223,144,0,5,14,1438,False
GodOfW4rds,9,10,7,Quinn,TOP,20909,0,0,15880,24029,7061,259,1,11,28,2232,False
Shîηox,21,10,12,Viego,MIDDLE,23990,0,0,17291,39545,13666,33,4,1,0,1351,True
Shîηox,16,38,8,Lux,NONE,20833,0,0,15102,31068,1029,34,1,0,0,1053,True
Shîηox,15,24,15,Twitch,MIDDLE,25989,0,0,17142,50856,3397,69,0,4,0,1524,False
Shîηox,16,20,15,Katarina,BOTTOM,20010,0,0,15825,37645,2979,13,2,2,0,1310,True
Shîηox,10,16,9,Katarina,NONE,10744,0,0,10710,18990,2508,21,0,2,0,760,False
Shîηox,22,24,11,Jinx,MIDDLE,27310,0,0,18064,32685,5226,102,3,1,0,1312,True
Shîηox,10,11,10,Akali,NONE,12936,0,0,11475,14303,1381,30,0,2,0,937,False
Shîηox,12,22,12,Shaco,NONE,18209,0,0,13113,24016,1924,20,0,4,0,1166,False
Shîηox,7,23,13,Yorick,NONE,13653,0,0,10650,19174,7762,37,1,4,0,863,False
Shîηox,22,34,15,Diana,TOP,30400,0,0,20014,42370,7360,81,0,4,0,1481,False
tapettisepari,4,17,10,Braum,BOTTOM,13230,0,0,10947,10368,3230,29,2,3,68,1972,True
tapettisepari,3,4,7,Sion,TOP,12535,0,0,10680,15586,2552,193,1,8,12,1622,False
tapettisepari,1,24,3,Milio,BOTTOM,9114,0,0,8170,4682,5985,7,5,1,41,1448,True
tapettisepari,0,5,2,Milio,BOTTOM,8346,0,0,6499,3548,3199,10,4,0,58,1683,True
tapettisepari,2,2,6,Sion,TOP,12083,0,0,8559,14886,3514,169,1,10,8,1539,False
tapettisepari,2,13,12,Galio,BOTTOM,8803,0,0,7547,12394,1404,32,1,10,54,1832,False
tapettisepari,4,5,8,Sion,BOTTOM,7995,0,0,9006,16700,1532,64,0,11,41,1501,False
tapettisepari,3,6,7,Sion,TOP,13700,0,0,11478,14836,5405,196,3,2,12,1526,True
tapettisepari,4,5,7,Sett,TOP,15593,0,0,12530,26161,6675,222,2,9,19,1775,False
tapettisepari,3,3,5,Sion,TOP,14306,0,0,10989,12794,4153,208,1,8,11,1563,False
ebeiria,7,5,8,Tristana,BOTTOM,10586,1,0,10566,8775,2941,110,2,4,15,1657,True
ebeiria,4,1,8,Tristana,BOTTOM,10708,0,0,9626,14594,4943,157,1,11,9,1766,False
ebeiria,1,1,7,Ashe,BOTTOM,7511,0,0,5833,5483,2230,105,0,9,13,1283,False
ebeiria,9,10,9,Ashe,BOTTOM,14885,2,0,13401,24726,5558,158,2,1,15,1737,True
ebeiria,0,1,0,Tristana,NONE,100,0,0,701,269,86,0,0,0,1,115,True
ebeiria,13,8,6,Tristana,BOTTOM,12715,1,0,14272,27973,6051,176,6,2,21,1683,True
ebeiria,7,4,2,Tristana,BOTTOM,14171,0,0,12772,18353,5794,173,7,4,12,1663,True
ebeiria,5,3,12,Tristana,BOTTOM,9829,0,0,9506,11191,4169,132,0,7,16,1646,False
ebeiria,11,10,7,Tristana,MIDDLE,23140,1,1,19556,32836,11337,271,6,4,29,2371,True
ebeiria,10,0,8,Tristana,BOTTOM,11524,0,0,13341,16447,4481,157,1,10,13,1661,False
Anarxik0s,7,11,12,Khazix,JUNGLE,18902,1,2,15350,23203,18147,38,0,8,25,2275,False
Anarxik0s,6,7,4,Khazix,JUNGLE,12084,2,1,11354,16364,12958,14,2,0,17,1477,True
Anarxik0s,4,5,3,Belveth,JUNGLE,11993,3,1,11496,7062,13640,47,2,2,36,1566,True
Anarxik0s,7,5,3,Belveth,JUNGLE,14299,3,1,11846,14351,13946,23,4,2,29,1630,True
Anarxik0s,10,6,8,Kayn,JUNGLE,13134,1,0,13005,17507,17186,31,0,9,17,1840,False
Anarxik0s,17,10,4,Kayn,JUNGLE,17393,3,1,16351,28778,17638,30,3,1,29,1849,True
Anarxik0s,2,0,4,Belveth,NONE,5771,0,0,5364,1448,5917,6,0,4,7,956,False
Anarxik0s,1,1,4,Nocturne,NONE,5402,0,0,4794,2832,7731,3,0,2,12,911,False
Anarxik0s,10,20,10,Amumu,JUNGLE,18145,4,1,14889,28454,18892,35,3,5,26,2199,True
Anarxik0s,5,11,9,Lillia,JUNGLE,11175,1,0,10456,19045,18456,29,0,9,23,1762,False
FeelTheTentacle,22,11,8,Kindred,NONE,13925,0,0,14520,30230,10850,53,4,0,0,861,True
FeelTheTentacle,6,17,4,Kassadin,NONE,12827,0,0,9185,11200,1224,17,2,0,0,767,True
FeelTheTentacle,9,10,8,Urgot,NONE,17703,0,0,12194,15496,2564,45,4,0,0,1075,True
FeelTheTentacle,1,3,8,Jax,JUNGLE,9988,0,0,7072,8148,2158,129,0,11,5,1404,False
FeelTheTentacle,3,2,7,Riven,TOP,9572,0,0,8062,6113,1772,105,1,5,5,1528,False
FeelTheTentacle,4,4,9,Trundle,TOP,15931,0,0,11279,12253,13357,178,3,5,3,1950,True
FeelTheTentacle,3,9,8,Sivir,BOTTOM,11773,1,0,10513,16305,4881,178,1,11,13,1799,False
FeelTheTentacle,9,10,8,Sivir,BOTTOM,14545,0,0,15372,32878,7167,227,5,4,36,1793,True
FeelTheTentacle,16,12,12,Sivir,BOTTOM,23168,1,0,21440,59817,13828,284,6,8,19,2384,True
FeelTheTentacle,19,5,8,Sivir,MIDDLE,19175,0,0,18851,47317,8783,223,5,5,34,1800,True
AsshunterKohy,6,20,8,Senna,BOTTOM,13757,1,0,12922,27438,10093,40,3,4,70,1730,True
AsshunterKohy,3,3,9,Senna,NONE,5426,0,0,6191,8564,2725,11,0,4,17,1149,False
AsshunterKohy,2,7,10,Senna,BOTTOM,7451,0,0,7534,11508,3812,27,0,7,68,1531,False
AsshunterKohy,2,24,11,Senna,BOTTOM,11323,0,0,10854,21907,11803,39,4,3,65,1902,True
AsshunterKohy,4,6,13,Senna,BOTTOM,8167,0,0,8534,24061,7341,17,0,10,50,1685,False
AsshunterKohy,7,15,6,Senna,BOTTOM,11485,0,0,11163,22354,13417,23,7,2,56,1568,True
AsshunterKohy,11,19,10,Senna,BOTTOM,18908,1,0,16411,47120,17659,51,6,2,72,2404,True
AsshunterKohy,10,9,13,Senna,BOTTOM,11823,0,0,12913,28635,9945,35,2,10,73,1920,False
AsshunterKohy,2,20,10,Senna,BOTTOM,17008,0,0,13486,23414,11882,69,5,4,101,2616,True
AsshunterKohy,5,20,5,Senna,BOTTOM,9296,0,0,9210,25026,9996,14,5,0,18,1305,True
Kirayotsu,5,8,10,FiddleSticks,JUNGLE,15872,2,0,12057,19903,23318,73,0,11,49,2058,False
Kirayotsu,11,14,11,FiddleSticks,JUNGLE,19574,3,1,16836,34857,25617,64,4,8,78,2308,True
Kirayotsu,3,5,7,Vi,JUNGLE,8651,1,0,8090,6042,6758,18,0,11,21,1377,False
Kirayotsu,3,14,12,FiddleSticks,JUNGLE,17294,2,1,14462,19288,21514,22,2,7,91,2677,False
Kirayotsu,6,6,11,FiddleSticks,JUNGLE,12882,1,0,11165,24059,19774,33,0,10,56,2140,False
Kirayotsu,1,12,3,FiddleSticks,JUNGLE,15146,3,0,10691,17727,21737,27,3,7,59,1837,True
Kirayotsu,8,12,8,FiddleSticks,JUNGLE,13676,1,0,12032,21163,17357,39,0,8,63,1868,False
Kirayotsu,7,8,5,FiddleSticks,JUNGLE,15945,2,0,12806,14927,17210,37,1,3,77,1802,True
Kirayotsu,6,13,8,FiddleSticks,JUNGLE,18023,2,1,15486,42547,13352,81,1,11,70,2319,False
Kirayotsu,6,9,6,FiddleSticks,JUNGLE,14586,0,0,12004,19504,12332,41,1,9,67,1861,False
Urwis Presley,4,21,10,Jhin,BOTTOM,19916,1,0,15228,21065,8347,235,2,8,20,2184,True
Urwis Presley,10,15,4,Ezreal,BOTTOM,16809,0,0,16867,32640,10390,188,7,1,9,2061,True
Urwis Presley,6,5,7,Tristana,BOTTOM,14048,0,0,13198,17932,4236,204,4,2,14,1714,True
Urwis Presley,9,8,3,Jhin,BOTTOM,14083,0,0,13710,13471,4917,179,3,2,17,1789,True
Urwis Presley,10,8,5,Vayne,BOTTOM,14125,0,1,15765,20622,6875,218,6,2,15,1771,True
Urwis Presley,12,5,2,Caitlyn,BOTTOM,12465,0,0,12264,19620,2833,170,4,0,10,1481,True
Urwis Presley,10,7,3,Ezreal,BOTTOM,12999,0,0,12870,19493,4277,204,5,0,14,1539,True
Urwis Presley,8,4,5,Ezreal,BOTTOM,10509,0,0,11528,13508,3233,152,1,8,9,1545,False
Urwis Presley,7,9,7,JarvanIV,JUNGLE,10802,0,0,11272,13974,9175,45,2,11,10,1481,False
Urwis Presley,5,7,1,Poppy,JUNGLE,12846,2,1,10360,8545,10842,29,1,1,16,1498,True
Stezophrenia,6,2,5,Pantheon,NONE,6697,0,0,6576,11537,0,73,0,4,6,1106,False
Stezophrenia,4,1,1,Tryndamere,NONE,8204,0,0,7202,8005,5620,123,1,0,6,931,True
Stezophrenia,14,1,6,Yone,TOP,17695,0,0,14723,29473,6815,206,2,2,11,1626,True
Stezophrenia,3,2,0,Camille,NONE,8078,0,0,7150,6169,310,113,1,0,2,926,True
Stezophrenia,2,7,4,Tryndamere,TOP,17989,0,0,15004,12782,12985,253,4,4,6,1810,True
Stezophrenia,14,8,9,Kayle,TOP,22158,0,0,19734,49849,9985,258,6,6,20,2130,True
Stezophrenia,1,0,6,Akshan,NONE,6740,0,0,5238,2888,703,108,0,4,6,959,False
Stezophrenia,2,0,2,Tryndamere,NONE,5889,0,0,4841,5494,3707,90,0,0,2,708,True
Stezophrenia,4,3,4,Tryndamere,NONE,9115,0,0,7555,7721,6268,119,1,0,1,965,True
Stezophrenia,22,12,12,MissFortune,MIDDLE,16285,0,0,21021,45751,3740,179,5,9,12,2051,False
Kadans,9,5,2,Nasus,TOP,20527,0,0,16158,29747,13435,231,4,4,23,2047,True
Kadans,10,6,2,Nasus,TOP,23944,0,0,18214,24779,15350,300,7,3,27,2254,True
Kadans,12,8,1,Nasus,JUNGLE,18438,2,0,16525,29718,13297,228,5,4,31,1918,True
Kadans,2,13,5,Neeko,JUNGLE,15053,0,0,10714,17533,7943,70,0,10,17,1959,False
Kadans,8,15,5,Nasus,TOP,18426,0,0,14339,26683,12932,214,3,6,25,2039,True
Kadans,0,2,5,Nasus,JUNGLE,10543,0,0,6820,11407,3260,159,0,5,12,1442,False
Kadans,15,10,3,Nasus,TOP,21655,1,0,19206,39799,14939,213,6,8,24,2318,True
Kadans,15,20,6,Nasus,TOP,26557,0,0,21918,62361,33927,266,4,3,29,2643,True
Kadans,10,12,9,Kayn,JUNGLE,20084,2,1,17475,29259,16974,68,0,10,26,2500,False
Kadans,7,10,8,Nasus,TOP,14820,0,0,10953,35415,11597,179,2,9,16,1913,False
From Deep Korea,7,12,13,Vi,JUNGLE,15864,0,0,13196,18031,8510,34,1,10,25,1971,False
From Deep Korea,3,3,8,Udyr,BOTTOM,11527,0,0,10021,11517,15996,17,2,8,20,1645,False
From Deep Korea,5,17,7,Gragas,JUNGLE,15354,0,1,12535,20463,18326,42,3,6,19,1743,True
From Deep Korea,2,6,11,Kennen,TOP,13874,0,0,9637,17487,3901,162,1,11,24,2049,False
From Deep Korea,10,9,5,LeeSin,JUNGLE,14017,2,0,13558,23475,17712,32,3,0,34,1642,True
From Deep Korea,7,6,7,Vi,JUNGLE,14107,1,0,12524,17824,6846,31,2,11,25,1852,False
From Deep Korea,14,13,9,Nocturne,JUNGLE,23299,2,0,19006,48196,26029,55,1,3,42,2493,True
From Deep Korea,3,5,10,Chogath,MIDDLE,14150,0,0,10449,17836,4336,151,1,11,18,1954,False
From Deep Korea,3,5,8,Veigar,MIDDLE,10421,0,0,9127,20988,589,127,1,9,14,1526,False
From Deep Korea,8,9,10,Velkoz,MIDDLE,13952,0,0,11055,24939,2347,135,1,7,20,1917,False
Shibamaku,3,14,5,Thresh,BOTTOM,15219,0,0,9593,12502,2684,43,0,11,39,2073,False
Shibamaku,2,12,4,Blitzcrank,BOTTOM,9657,0,0,7562,9963,1528,38,1,2,53,1666,True
Shibamaku,2,14,1,Thresh,BOTTOM,8668,0,0,7372,6850,1007,38,3,1,33,1336,True
Shibamaku,2,26,12,Thresh,BOTTOM,17648,0,0,11606,20643,4280,30,1,6,73,2702,True
Shibamaku,1,28,4,Thresh,BOTTOM,13796,0,0,9709,16801,4797,32,2,5,53,1907,True
Shibamaku,5,21,7,Seraphine,BOTTOM,15675,0,0,12434,14249,6736,48,6,4,58,2137,True
Shibamaku,0,25,4,Thresh,BOTTOM,11809,0,0,8828,8757,3532,30,5,5,49,1941,True
Shibamaku,2,16,2,Thresh,BOTTOM,13209,0,0,9538,10587,1959,30,5,4,63,1820,True
Shibamaku,0,16,4,Thresh,BOTTOM,10977,2,0,7747,10143,2959,33,1,0,53,1655,True
Shibamaku,3,19,10,Thresh,BOTTOM,10638,0,0,8258,10420,883,39,0,11,37,1825,False
bPakoc,13,22,6,Ahri,NONE,18810,0,0,15096,31730,6520,83,2,1,0,1181,True
bPakoc,8,20,9,Xayah,MIDDLE,22131,0,0,14553,21783,4947,116,1,4,0,1281,False
bPakoc,14,39,11,Heimerdinger,MIDDLE,24946,0,0,16572,42442,328,57,0,0,0,1344,True
bPakoc,17,30,8,Gragas,TOP,32084,0,0,19848,53230,16033,72,1,2,0,1738,True
bPakoc,12,4,3,Vladimir,MIDDLE,17376,0,0,14842,35892,37512,236,0,10,14,1833,False
bPakoc,6,7,3,Leblanc,MIDDLE,14092,0,0,11975,17451,1187,142,1,10,21,1806,False
bPakoc,1,5,6,Lissandra,MIDDLE,8808,0,0,6824,8116,831,140,0,8,21,1507,False
bPakoc,11,10,5,Vladimir,MIDDLE,17626,0,0,14271,40046,39363,197,2,1,28,2015,True
bPakoc,13,8,1,Vladimir,MIDDLE,21649,1,0,16537,43197,50596,252,4,2,18,1914,True
bPakoc,3,5,6,Vex,MIDDLE,11216,0,0,8629,13620,2493,130,0,7,24,1786,False
Setter,11,36,17,FiddleSticks,MIDDLE,26414,0,0,15267,32438,6039,36,2,3,9,1385,True
Setter,0,0,0,Sion,NONE,1195,0,0,1685,0,0,0,0,0,0,107,False
Setter,10,22,17,Lucian,MIDDLE,20267,0,0,14118,29537,2033,61,3,2,0,1210,True
Setter,7,34,9,Annie,NONE,17769,0,0,11798,26683,3367,32,2,1,0,989,True
Setter,13,38,13,Nautilus,NONE,21493,0,0,13693,33689,3638,30,2,2,0,1092,True
Setter,4,18,12,Lissandra,NONE,15965,0,0,11698,20741,1307,38,2,4,0,1102,False
Setter,2,18,9,Nautilus,NONE,12526,0,0,8469,9552,1069,5,0,4,0,891,False
Setter,24,36,22,Corki,MIDDLE,32820,0,0,21050,55773,270,57,1,2,0,1702,True
Setter,11,38,11,Lux,TOP,26439,0,0,16271,35482,813,77,3,2,0,1445,True
Setter,16,29,15,Zeri,TOP,23700,0,0,17482,57109,2157,116,4,1,0,1325,True
MortadeIIa,10,30,15,Belveth,TOP,21568,0,0,14981,23847,6520,46,2,1,0,1295,True
MortadeIIa,11,16,7,Leblanc,NONE,14642,0,0,11687,16145,2299,5,3,0,0,892,True
MortadeIIa,6,31,5,Morgana,NONE,13678,0,0,10354,14610,1718,13,1,1,0,854,True
MortadeIIa,3,26,11,Leona,NONE,17568,0,0,11527,10195,5696,14,1,4,0,1141,False
MortadeIIa,0,0,0,Senna,NONE,0,0,0,500,0,0,0,0,0,0,105,False
MortadeIIa,0,2,2,Lulu,BOTTOM,5936,0,0,3988,2274,122,6,0,7,14,1256,False
MortadeIIa,2,25,3,Leona,BOTTOM,12015,0,0,8756,8464,6320,43,1,2,45,1734,True
MortadeIIa,2,13,5,Nami,BOTTOM,10337,0,0,7370,8401,7221,17,1,9,44,1750,False
MortadeIIa,3,36,8,Nami,NONE,16937,0,0,10692,15166,8453,10,2,4,0,972,False
MortadeIIa,6,28,11,Gnar,TOP,22102,0,0,15827,21009,4643,17,3,3,0,1470,True
NuclearPenguin1,8,11,9,Jhin,BOTTOM,10674,0,0,10561,15108,5097,102,5,3,12,1620,True
NuclearPenguin1,12,2,0,Caitlyn,NONE,5566,0,0,8816,11985,1432,102,2,0,15,959,True
NuclearPenguin1,8,21,7,Jinx,BOTTOM,15737,1,0,14824,28681,6931,201,7,3,29,2143,True
NuclearPenguin1,12,21,10,Heimerdinger,MIDDLE,20599,0,0,14327,47613,1557,71,0,2,0,1209,True
NuclearPenguin1,3,16,10,Jhin,BOTTOM,13330,0,0,10355,17052,6824,159,2,11,19,2000,False
NuclearPenguin1,10,14,8,Teemo,TOP,20007,1,0,15123,46433,3717,183,4,2,23,1989,True
NuclearPenguin1,5,23,8,Corki,NONE,16063,0,0,11189,19468,1634,32,1,0,0,1017,True
NuclearPenguin1,16,34,8,Zed,NONE,18920,0,0,13446,35220,2274,39,1,0,0,1003,True
NuclearPenguin1,7,6,7,Vayne,BOTTOM,10030,1,0,9322,11365,4632,101,0,3,9,1532,True
NuclearPenguin1,19,7,7,Tristana,BOTTOM,16495,0,0,19737,35782,8022,202,5,3,27,2051,True
TrickyPro,2,8,6,Lulu,BOTTOM,7581,0,0,6479,2670,386,11,0,8,53,1617,False
TrickyPro,3,23,6,Lulu,BOTTOM,11104,0,0,9564,4431,3603,7,7,4,67,1770,True
TrickyPro,1,15,0,Lulu,BOTTOM,9825,0,0,7479,3329,1382,7,4,3,45,1485,True
TrickyPro,1,15,1,Lulu,NONE,6473,0,0,7156,3864,1150,12,6,2,33,1176,True
TrickyPro,2,15,4,Blitzcrank,BOTTOM,11272,0,0,8328,8101,4395,32,3,4,79,1931,True
TrickyPro,0,11,1,Blitzcrank,NONE,4908,0,0,4666,2849,485,20,1,0,16,916,True
TrickyPro,5,19,9,Lulu,BOTTOM,14898,0,0,11455,9332,5670,12,2,9,97,2378,False
TrickyPro,0,8,1,Janna,NONE,4069,0,0,4273,2019,922,3,1,0,21,924,True
TrickyPro,0,23,5,Lulu,BOTTOM,14746,0,0,9410,6774,5326,14,1,10,86,2317,False
TrickyPro,2,19,6,Lulu,BOTTOM,11460,0,0,8843,5130,4733,14,3,3,82,1857,True
kokoska,2,0,8,Camille,TOP,11596,0,0,8182,12347,5085,157,0,10,14,1448,False
kokoska,12,10,7,Camille,TOP,17404,0,0,15384,25014,12519,155,4,0,23,1785,True
kokoska,6,6,9,Tristana,MIDDLE,14852,0,0,12954,20659,3353,197,3,10,18,1818,False
kokoska,9,5,14,Trundle,JUNGLE,15326,0,0,14885,26449,17717,45,2,10,16,1979,False
kokoska,13,9,12,Tristana,MIDDLE,16825,0,0,15815,39013,6116,160,4,9,12,1890,True
kokoska,10,5,15,Tristana,MIDDLE,20675,0,0,17868,36576,7426,200,7,8,14,2348,True
kokoska,9,8,13,Camille,TOP,14852,0,0,11378,25376,11096,139,0,11,21,1891,False
kokoska,9,8,6,Zoe,MIDDLE,15341,0,0,11960,27893,3219,140,0,11,14,1836,False
kokoska,7,5,12,Tristana,MIDDLE,12482,0,0,11307,19008,3511,163,0,11,9,1654,False
kokoska,17,24,20,MasterYi,TOP,22871,0,0,16672,33623,7533,46,3,1,0,1252,True
Over1Nsane,4,3,8,Tristana,BOTTOM,12257,0,0,12379,12768,6238,182,1,9,27,1722,False
Over1Nsane,2,20,8,Orianna,MIDDLE,16167,0,0,11596,15180,2740,159,1,10,36,1648,False
Over1Nsane,2,7,8,Zac,JUNGLE,10338,0,0,9364,17349,36688,57,0,9,26,1603,False
Over1Nsane,10,17,3,Warwick,JUNGLE,16143,2,1,15522,32048,30316,44,5,1,47,2000,True
Over1Nsane,1,13,5,Zac,JUNGLE,9985,2,0,9022,12009,28796,37,1,5,26,1580,False
Over1Nsane,2,3,4,Tristana,NONE,7764,0,0,7637,7196,2597,156,0,7,14,1167,False
Over1Nsane,1,4,6,Shyvana,JUNGLE,9789,0,0,7980,7259,7734,51,1,4,22,1350,False
Over1Nsane,5,7,7,Varus,BOTTOM,10557,0,0,9828,18306,3654,172,1,11,31,1517,False
Over1Nsane,5,9,6,Varus,BOTTOM,14198,0,0,13870,26044,7503,187,4,1,45,1804,True
Over1Nsane,11,4,1,Kaisa,BOTTOM,12159,0,0,13830,22487,5749,216,4,1,42,1440,True
Douppari,8,14,10,Caitlyn,BOTTOM,17501,0,0,14161,18647,6501,158,2,7,19,2166,True
Douppari,4,9,15,Lux,BOTTOM,11700,0,0,10578,15027,587,55,1,3,64,2113,True
Douppari,1,5,9,Zyra,BOTTOM,10668,0,0,8219,7978,962,57,4,1,41,1583,True
Douppari,6,17,16,Lux,BOTTOM,13305,0,0,11836,14247,1236,53,3,5,54,2053,True
Douppari,0,0,0,Zyra,NONE,49,0,0,527,0,0,0,0,0,0,122,True
Douppari,1,13,8,Lulu,BOTTOM,8211,0,0,7464,5710,2802,24,0,7,52,1649,False
Douppari,1,11,14,Sona,BOTTOM,11002,0,0,7364,8841,11503,19,0,11,44,1776,False
Douppari,1,17,10,Milio,BOTTOM,10879,0,0,8374,4072,8721,17,4,9,56,1972,False
Douppari,2,15,13,Nami,BOTTOM,14019,0,0,10134,10760,17149,34,0,9,66,2435,False
Douppari,4,4,5,Jinx,BOTTOM,11497,0,0,10872,12465,4452,159,3,1,9,1504,True
Saitamasenapi,16,8,6,Ryze,MIDDLE,17304,1,0,16307,37823,4416,177,3,3,25,1889,True
Saitamasenapi,5,4,4,Lissandra,MIDDLE,13341,0,0,10411,14694,3027,161,4,1,20,1600,True
Saitamasenapi,17,7,4,Veigar,MIDDLE,24070,0,0,19517,46507,5669,254,2,3,30,2120,True
Saitamasenapi,12,5,4,Akali,TOP,13346,0,0,12834,28316,7190,128,3,3,12,1736,True
Saitamasenapi,2,2,6,Ahri,MIDDLE,12490,0,0,8706,11277,2975,177,1,6,34,1478,False
Saitamasenapi,6,30,8,Corki,NONE,14746,0,0,12364,20859,302,50,2,1,0,978,True
Saitamasenapi,1,4,1,Lux,BOTTOM,6311,0,0,6616,1195,37,28,1,11,14,2025,False
Saitamasenapi,15,8,6,Sylas,MIDDLE,26325,0,0,18680,46134,21208,233,4,5,37,2479,True
Saitamasenapi,6,2,3,Akali,MIDDLE,14711,0,0,11480,15515,2825,178,1,11,21,1769,False
Saitamasenapi,2,2,6,Katarina,NONE,4857,0,0,4008,2270,333,53,0,3,4,926,False
Mishony,4,38,8,Blitzcrank,NONE,19416,0,0,11922,15213,2323,4,2,1,0,1156,True
Mishony,0,1,0,Jhin,NONE,1664,0,0,2085,331,70,3,0,0,0,138,True
Mishony,7,23,5,Nidalee,NONE,16388,0,0,11748,28875,8399,13,1,1,0,1025,True
Mishony,19,24,8,Blitzcrank,NONE,21316,0,0,15934,36166,3353,23,3,0,0,1168,True
Mishony,16,22,9,LeeSin,NONE,16992,0,0,13846,34912,10753,24,1,4,0,1043,False
Mishony,6,48,14,Hecarim,TOP,29654,0,0,17580,30150,17574,59,1,4,0,1552,False
Mishony,18,29,16,Vex,MIDDLE,35062,0,0,21178,56390,2820,86,2,2,0,1845,True
Mishony,9,36,10,Corki,NONE,20034,0,0,13435,25939,1395,48,1,1,0,1121,True
Mishony,17,29,15,Evelynn,JUNGLE,30785,0,0,17336,37125,9821,35,2,3,0,1604,True
Mishony,9,28,10,Fizz,TOP,22313,0,0,14165,27685,1858,26,2,0,0,1303,True
Camp3r,10,11,8,Ekko,JUNGLE,17936,4,0,15848,29457,31599,61,5,7,14,2249,True
Camp3r,7,12,2,Vi,JUNGLE,16417,3,1,13892,14920,9312,27,3,2,29,1859,True
Camp3r,5,7,8,Khazix,TOP,11523,0,0,10403,17085,11584,9,0,11,17,1688,False
Camp3r,10,14,3,Khazix,JUNGLE,26618,4,2,19766,36987,25974,66,5,6,24,2246,True
Camp3r,6,6,6,Graves,JUNGLE,14453,3,0,13553,25629,12663,37,2,10,20,1982,False
Camp3r,6,6,6,Malphite,TOP,11905,0,0,8363,20171,223,128,0,7,7,1540,False
Camp3r,20,10,6,Graves,JUNGLE,25199,1,3,23108,52484,20338,127,4,7,75,2551,True
Camp3r,6,5,0,Viego,NONE,5892,1,0,7816,6341,7900,3,1,0,14,929,True
Camp3r,9,5,3,Khazix,JUNGLE,18701,3,1,17177,24093,19917,31,1,1,27,2076,True
Camp3r,9,11,1,Graves,JUNGLE,13581,2,1,12878,15574,11129,33,6,4,40,1437,True
UpToYou,5,34,12,Maokai,MIDDLE,23565,0,0,14401,30114,11575,47,1,2,0,1280,True
UpToYou,15,26,10,Darius,TOP,24594,0,0,16529,37813,22020,64,3,0,0,1244,True
UpToYou,27,20,10,Yasuo,NONE,16790,0,0,16489,39388,9561,85,1,0,0,965,True
UpToYou,18,10,17,Khazix,JUNGLE,28494,0,1,25357,59431,20134,42,1,6,35,2961,True
UpToYou,3,3,10,Neeko,TOP,10834,0,0,7402,10601,1975,126,0,7,17,1498,False
UpToYou,4,4,6,Rengar,JUNGLE,9577,0,0,9695,10748,10603,34,0,11,9,1354,False
UpToYou,12,18,13,Kayn,NONE,17043,0,0,12805,29012,2741,24,0,0,0,1038,True
UpToYou,8,0,3,Neeko,NONE,10706,0,0,8765,12223,1942,151,1,0,9,1185,True
UpToYou,4,3,9,Sion,TOP,13259,0,0,10908,19572,5352,191,1,11,10,1714,False
UpToYou,6,7,5,Katarina,MIDDLE,17854,0,0,13033,23576,10490,166,1,6,18,2315,True
Opheliac,3,17,1,Nautilus,BOTTOM,12298,0,0,10043,12623,2816,38,4,4,60,1693,True
